rank,title,studio,lifetime_gross,year
1484,I Am Number Four,BV,55100437,2011
1493,Office Christmas Party,Par.,54767494,2016
1495,This Means War,Fox,54760791,2012
1496,Project X,WB,54731865,2012
1497,Source Code,Sum.,54712227,2011
1499,Assassin's Creed,Fox,54647948,2016
1502,New Year's Eve,WB (NL),54544638,2011
1503,"Three Billboards Outside Ebbing, Missouri",FoxS,54513740,2017
1505,Horrible Bosses 2,WB,54445357,2014
1506,Tag,WB (NL),54370084,2018
1507,The Woman in Black,CBS,54333290,2012
1508,The Hundred-Foot Journey,BV,54240821,2014
1509,Evil Dead (2013),TriS,54239856,2013
1513,The Hateful Eight,Wein.,54117416,2015
1515,Barbershop: The Next Cut,WB (NL),54030051,2016
1516,Insidious,FD,54009150,2011
1518,Paranormal Activity 4,Par.,53900335,2012
1521,Focus (2015),WB,53862963,2015
1534,Life as We Know It,WB,53374681,2010
1537,Tyler Perry's Madea's Big Happy Family,LGF,53345287,2011
1541,Red 2,LG/S,53262560,2013
1542,The Devil Inside,Par.,53261944,2012
1545,Letters to Juliet,Sum.,53032453,2010
1553,Life of the Party ,WB (NL),52856061,2018
1554,13 Hours: The Secret Soldiers of Benghazi,Par.,52853219,2016
1560,Diary of a Wimpy Kid: Rodrick Rules,Fox,52698535,2011
1562,The Strangers,Rog.,52597610,2008
1563,No Good Deed (2014),SGem,52543632,2014
1564,Tyler Perry's A Madea Christmas,LGF,52543354,2013
1565,Wall Street: Money Never Sleeps,Fox,52474616,2010
1566,Southpaw,Wein.,52421953,2015
1571,Hubble 3D,WB,52328080,2010
1575,Insidious Chapter 3,Focus,52218558,2015
1580,Selma,Par.,52076908,2014
1581,The Forbidden Kingdom,LGF,52075270,2008
1583,Predators,Fox,52000688,2010
1584,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,51975354,2013
1588,The Call,TriS,51872378,2013
1589,Funny People,Uni.,51855045,2009
1590,The Odd Life of Timothy Green,BV,51854875,2012
1592,Footloose (2011),Par.,51802742,2011
1593,Ghost Rider: Spirit of Vengeance,Sony,51774002,2012
1595,Lion,Wein.,51738905,2016
1596,Tyler Perry's I Can Do Bad All By Myself,LGF,51733921,2009
1599,Atomic Blonde,Focus,51687870,2017
1602,The Grey,ORF,51580236,2012
1603,My Bloody Valentine 3-D,LGF,51545952,2009
1610,American Made,Uni.,51342000,2017
1617,Muppets Most Wanted,BV,51183113,2014
1626,The Tale of Despereaux,Uni.,50877145,2008
1630,Ouija,Uni.,50856010,2014
1631,The Boxtrolls,Focus,50837305,2014
1636,The Dark Tower,Sony,50701325,2017
1643,Jack Ryan: Shadow Recruit,Par.,50577412,2014
1647,If I Stay,WB (NL),50474843,2014
1651,Overboard (2018),PNT,50316123,2018
1653,Hot Tub Time Machine,MGM,50287556,2010
1657,The Book of Life (2014),Fox,50151543,2014
1669,Red Tails,Fox,49876377,2012
1670,Pain and Gain,Par.,49875291,2013
1671,Sicario: Day of the Soldado,Sony,49872901,2018
1678,Australia,Fox,49554002,2008
1680,Old Dogs,BV,49492060,2009
1682,Land of the Lost,Uni.,49438370,2009
1687,My Sister's Keeper,WB (NL),49200230,2009
1688,The Possession,LGF,49130154,2012
1693,Diary of a Wimpy Kid: Dog Days,Fox,49008662,2012
1695,Lady Bird,A24,48958273,2017
1698,I Feel Pretty,STX,48795601,2018
1700,About Last Night (2014),SGem,48637684,2014
1704,The Dilemma,Uni.,48475290,2011
1707,The Huntsman: Winter's War,Uni.,48390190,2016
1711,The House Bunny,Sony,48237389,2008
1720,Sinister,LG/S,48086903,2012
1721,Kick-Ass,LGF,48071303,2010
1722,Kubo and the Two Strings,Focus,48023088,2016
1725,Nim's Island,Fox,48006762,2008
1735,Manchester by the Sea,RAtt.,47695371,2016
1738,Into The Storm,WB (NL),47602194,2014
1739,"Precious: Based on the Novel ""Push"" by Sapphire",LGF,47566524,2009
1743,Poltergeist (2015),Fox,47425125,2015
1747,Jupiter Ascending,WB,47387723,2015
1748,Savages (2012),Uni.,47382068,2012
1749,Warcraft,Uni.,47365290,2016
1752,Tyler Perry's Boo 2! A Madea Halloween,LGF,47319572,2017
1756,The Judge,WB,47119388,2014
1758,Killers,LGF,47059963,2010
1759,Jersey Boys,WB,47047013,2014
1766,Sicario,LGF,46889293,2015
1767,Red Sparrow,Fox,46874505,2018
1768,How to Be Single,WB (NL),46843513,2016
1781,Breaking In (2018),Uni.,46535850,2018
1783,Arthur Christmas,Sony,46462469,2011
1785,The Best Exotic Marigold Hotel,FoxS,46412041,2012
1791,Blended,WB,46294610,2014
1796,Made of Honor,Sony,46012734,2008
1797,Mike and Dave Need Wedding Dates,Fox,46009673,2016
1798,Gangster Squad,WB,46000903,2013
1803,Snatched,Fox,45852178,2017
1805,Underworld: Rise of the Lycans,SGem,45802315,2009
1806,Saw 3D,LGF,45710178,2010
1809,College Road Trip,BV,45610425,2008
1812,The Great Wall,Uni.,45540830,2017
1815,Moonrise Kingdom,Focus,45512466,2012
1817,12 Strong,WB,45500164,2018
1818,The Man From U.N.C.L.E.,WB,45445109,2015
1822,Here Comes the Boom,Sony,45290318,2012
1825,The Giver,Wein.,45090374,2014
1827,Hall Pass,WB (NL),45060734,2011
1828,Spotlight,ORF,45055776,2015
1829,Smurfs: The Lost Village,Sony,45020282,2017
1830,Going in Style (2017),WB (NL),45018541,2017
1834,Den of Thieves,STX,44947622,2018
1836,All Eyez on Me,LG/S,44922302,2017
1838,xXx: The Return of Xander Cage,Par.,44898413,2017
1839,Cop Out,WB,44875481,2010
1843,Red Dawn (2012),FD,44806783,2012
1848,The Internship,Fox,44672764,2013
1849,The Artist,Wein.,44671682,2011
1855,"McFarland, USA",BV,44482410,2015
1857,Instructions Not Included,LGF,44467206,2013
1860,The Three Stooges,Fox,44338224,2012
1861,47 Meters Down,ENTMP,44307192,2017
1862,Confessions of a Shopaholic,BV,44277350,2009
1865,St. Vincent,Wein.,44137712,2014
1866,The Lovely Bones,P/DW,44114232,2009
1867,The Sisterhood of the Traveling Pants 2,WB,44089964,2008
1870,Hereditary,A24,44047464,2018
1874,Speed Racer,WB,43945766,2008
1878,Prom Night (2008),SGem,43869350,2008
1880,Soul Surfer,TriS,43853424,2011
1884,The Gift (2015),STX,43787265,2015
1891,Cats & Dogs: The Revenge of Kitty Galore,WB,43585753,2010
1893,Need for Speed,BV,43577636,2014
1894,Tyler Perry's Acrimony,LGF,43549096,2018
1896,Everest (2015),Uni.,43482270,2015
1898,Year One,Sony,43337279,2009
1899,Edge of Darkness,WB,43313890,2010
1902,Sherlock Gnomes,Par.,43242871,2018
1907,A Million Ways to Die in the West,Uni.,43139300,2014
1913,The Night Before,Sony,43047372,2015
1915,John Wick,LG/S,43037835,2014
1916,War Dogs,WB,43034523,2016
1921,Snitch,LG/S,42930462,2013
1922,The Big Sick,LGF,42873127,2017
1925,Gulliver's Travels,Fox,42779261,2010
1926,Rambo,LGF,42754105,2008
1927,Death at a Funeral (2010),SGem,42739347,2010
1930,Krampus,Uni.,42725475,2015
1934,The Unborn (2009),Uni.,42670410,2009
1935,Max (2015),WB,42656255,2015
1937,The Age of Adaline,LGF,42629776,2015
1939,Final Destination 5,WB (NL),42587643,2011
1941,Welcome Home Roscoe Jenkins,Uni.,42436517,2008
1942,Step Up 3-D,BV,42400223,2010
1944,Resident Evil: Retribution,SGem,42345531,2012
1945,Birdman,FoxS,42340598,2014
1947,Uncle Drew,LG/S,42312298,2018
1950,Planet 51,Sony,42194060,2009
1952,Almost Christmas,Uni.,42158780,2016
1953,Drag Me to Hell,Uni.,42100625,2009
1954,The Cabin in the Woods,LGF,42073277,2012
1958,Riddick,Uni.,42025135,2013
1959,Dolphin Tale 2,WB,42024533,2014
1961,Tyler Perry's Meet the Browns,LGF,41975388,2008
1965,Nights in Rodanthe,WB,41850659,2008
1975,Orphan,WB,41596251,2009
1988,Truth or Dare,Uni.,41254705,2018
1990,Valerian and the City of a Thousand Planets,STX,41189488,2017
1991,What to Expect When You're Expecting,LGF,41152203,2012
1996,The Last Exorcism,LGF,41034350,2010
1997,Money Monster,TriS,41012075,2016
1999,End of Watch,ORF,41003371,2012
2002,The Ides of March,Sony,40962534,2011
2010,The Star,Sony,40852824,2017
2013,"Love, Simon",Fox,40826341,2018
2017,Max Payne,Fox,40689393,2008
2022,Duplicity,Uni.,40572825,2009
2023,Ghost in the Shell (2017),Par.,40563557,2017
2028,Paddington 2,WB,40442052,2018
2038,Hanna,Focus,40259119,2011
2045,Legion (2010),SGem,40168080,2010
2050,Allied,Par.,40098064,2016
2052,Righteous Kill,Over.,40081410,2008
2056,A Haunted House,ORF,40041683,2013
2078,Crazy Heart,FoxS,39464306,2009
2079,Burlesque,SGem,39440655,2010
2082,Body of Lies,WB,39394666,2008
2084,The Expendables 3,LGF,39322544,2014
2086,Lakeview Terrace,SGem,39263506,2008
2091,King Arthur: Legend of the Sword,WB,39175066,2017
2093,The Crazies,Over.,39123589,2010
2099,Something Borrowed,WB,39046489,2011
2105,Earth to Echo,Rela.,38934842,2014
2116,Nerve,LGF,38583626,2016
2117,Surrogates,BV,38577772,2009
2118,Sex Tape,Sony,38543473,2014
2119,Spy Kids: All the Time in the World,W/Dim.,38538188,2011
2120,Rock of Ages,WB (NL),38518613,2012
2129,47 Ronin,Uni.,38362475,2013
2133,Brooklyn,FoxS,38322743,2015
2137,Meet the Spartans,Fox,38233676,2008
2141,Scream 4,W/Dim.,38180928,2011
2145,Ninja Assassin,WB,38122883,2009
2149,Harold and Kumar Escape from Guantanamo Bay,WB (NL),38108728,2008
2153,Jigsaw,LGF,38052832,2017
2159,First Sunday,SGem,37931869,2008
2161,"Big Mommas: Like Father, Like Son",Fox,37915414,2011
2165,Wild (2014),FoxS,37880356,2014
2170,The Secret Life of Bees,FoxS,37770162,2008
2173,August: Osage County,Wein.,37738810,2013
2174,For Colored Girls,LGF,37729698,2010
2175,Philomena,Wein.,37709979,2013
2178,Red Riding Hood,WB,37662162,2011
2183,In Time,Fox,37520095,2011
2184,Abraham Lincoln: Vampire Hunter,Fox,37519139,2012
2186,Invictus,WB,37491364,2009
2187,The Back-Up Plan,CBS,37490007,2010
2190,The Longest Ride,Fox,37446117,2015
2191,Paul,Uni.,37412945,2011
2192,Lawless,Wein.,37400127,2012
2195,J. Edgar,WB,37306030,2011
2196,The Roommate,SGem,37300107,2011
2197,Jumping the Broom,TriS,37295394,2011
2202,The Guilt Trip,Par.,37134215,2012
2204,Tyler Perry's The Family That Preys,LGF,37105289,2008
2205,The Change-Up,Uni.,37081475,2011
2206,30 Minutes or Less,Sony,37053924,2011
2210,State of Play,Uni.,37017955,2009
2213,That's My Boy,Sony,36931089,2012
2214,The Family (2013),Rela.,36918811,2013
2217,Risen,Sony,36880033,2016
2222,Notorious (2009),FoxS,36843682,2009
2232,Colombiana,TriS,36665854,2011
2234,Vampires Suck,Fox,36661504,2010
2243,Million Dollar Arm,BV,36457627,2014
2248,Sucker Punch,WB,36392502,2011
2251,The Commuter,LGF,36343858,2018
2253,Death Race,Uni.,36316032,2008
2258,The Nice Guys,WB,36261763,2016
2259,The 15:17 to Paris,WB,36250957,2018
2260,American Assassin,LGF,36249674,2017
2265,Walking with Dinosaurs,Fox,36076121,2013
2271,Under the Sea 3D,WB,35958062,2009
2274,The Pink Panther 2,Sony,35922978,2009
2275,The Theory of Everything,Focus,35893537,2014
2279,The Boy (2016),STX,35819556,2016
2282,Trouble with the Curve,WB,35763137,2012
2284,Changeling,Uni.,35739802,2008
2292,Larry Crowne,Uni.,35608245,2011
2293,The American,Focus,35606376,2010
2294,Dirty Grandpa,LGF,35593113,2016
2299,The Boy Next Door,Uni.,35423380,2015
2303,The Watch,Fox,35353000,2012
2306,Frankenweenie,BV,35291068,2012
2309,Carrie (2013),SGem,35266619,2013
2314,Star Wars: The Clone Wars,WB,35161554,2008
2316,Ouija: Origin of Evil,Uni.,35144505,2016
2320,Pan,WB,35088320,2015
2322,Step Up Revolution,LG/S,35074677,2012
2323,A Very Harold & Kumar 3D Christmas,WB,35061031,2011
2324,Drive (2011),FD,35060689,2011
2325,Green Zone,Uni.,35053660,2010
2327,Tyler Perry's Good Deeds,LGF,35025791,2012
2329,50/50,Sum.,35014192,2011
2333,The 5th Wave,Sony,34916787,2016
2352,Hot Pursuit,WB (NL),34580201,2015
2354,Concussion (2015),Sony,34542474,2015
2355,Courageous,TriS,34522221,2011
2360,The Foreigner,STX,34393507,2017
2363,Inferno,Sony,34343574,2016
2364,Texas Chainsaw 3D,LGF,34341945,2013
2369,This is Where I Leave You,WB,34296320,2014
2372,The Reader,Wein.,34194407,2008
2375,"Everything, Everything",WB,34121140,2017
2378,The DUFF,LGF,34030343,2015
2380,Death Wish (2018),MGM,34017028,2018
2386,All About Steve,Fox,33862903,2009
2390,Wind River,Wein.,33800859,2017
2396,Geostorm,WB,33700160,2017
2399,The Gambler,Par.,33680992,2014
2401,Marmaduke,Fox,33644788,2010
2402,R.I.P.D.,Uni.,33618855,2013
2404,Devil,Uni.,33601190,2010
2409,Semi-Pro,NL,33479698,2008
2411,Fireproof,Gold.,33456317,2008
2412,2016 Obama's America,RM,33449086,2012
2414,Doubt,Mira.,33446470,2008
2417,Blue Jasmine,SPC,33405481,2013
2418,Halloween II (2009),W/Dim.,33392973,2009
2419,Monster Trucks,Par.,33370166,2017
2421,The Informant!,WB,33316821,2009
2422,Woman in Gold,Wein.,33307793,2015
2434,The Second Best Exotic Marigold Hotel,FoxS,33078266,2015
2435,The Rite,WB (NL),33047633,2011
2436,Arthur (2011),WB,33035397,2011
2448,Drillbit Taylor,Par.,32862104,2008
2451,The Last House on the Left (2009),Uni.,32752215,2009
2453,Hereafter,WB,32746941,2010
2454,Annihilation,Par.,32732301,2018
2459,When in Rome,BV,32680633,2010
2473,Mother's Day,ORF,32492859,2016
2475,Unfriended,Uni.,32482090,2015
2476,Paranormal Activity: The Marked Ones,Par.,32462372,2014
2478,The Men Who Stare at Goats,Over.,32428195,2009
2481,(500) Days of Summer,FoxS,32391374,2009
2483,Nightcrawler,ORF,32381217,2014
2484,Love and Other Drugs,Fox,32367005,2010
2485,Entourage,WB,32363404,2015
2486,The Spy Who Dumped Me,LGF,32338142,2018
2490,Kevin Hart: Let Me Explain,LG/S,32244051,2013
2491,"Definitely, Maybe",Uni.,32241649,2008
2493,The Love Guru,Par.,32235793,2008
2497,Fist Fight,WB (NL),32187017,2017
2498,Side Effects (2013),ORF,32172757,2013
2499,How to be a Latin Lover,PNT,32149404,2017
2509,BlacKkKlansman,Focus,32037540,2018
2511,Scary Movie 5,W/Dim.,32015787,2013
2512,Earth (2009),BV,32011576,2009
2513,She's Out of My League,Par.,32010860,2010
2515,Paper Towns,Fox,32000304,2015
2518,Isle Of Dogs,FoxS,31991632,2018
2523,Patriots Day,LGF,31886361,2016
2525,Extremely Loud & Incredibly Close,WB,31847881,2011
2526,Milk,Focus,31841299,2008
2527,Push,Sum.,31811527,2009
2532,9,Focus,31749894,2009
2534,The Soloist,P/DW,31720158,2009
2535,Transporter 3,LGF,31715062,2008
2536,Quarantine,SGem,31691811,2008
2541,House at the End of The Street,Rela.,31611916,2012
2545,Chappie,Sony,31569268,2015
2548,Scott Pilgrim vs. the World,Uni.,31524275,2010
2551,Nick and Norah's Infinite Playlist,Sony,31487293,2008
2554,Zack and Miri Make a Porno,Wein.,31457946,2008
2555,Adrift,STX,31445012,2018
2556,Chef,ORF,31424003,2014
2557,The Eye,LGF,31418697,2008
2560,Leatherheads,Uni.,31373938,2008
2570,The Debt,Focus,31177548,2011
2571,The Mortal Instruments: City of Bones,SGem,31165421,2013
2572,Charlie St. Cloud,Uni.,31162545,2010
2573,Gods of Egypt,LG/S,31153464,2016
2575,Crimson Peak,Uni.,31090320,2015
2578,The Pirates! Band of Misfits,Sony,31051126,2012
2581,Collateral Beauty,WB (NL),31016021,2016
2582,Morning Glory,Par.,31011732,2010
2586,Joyful Noise,WB,30932113,2012
2596,Kidnap (2017),Aviron,30718107,2017
2597,Get On Up,Uni.,30703100,2014
2598,Toy Story / Toy Story 2 (3D),BV,30702446,2009
2599,3 Days to Kill,Rela.,30697999,2014
2600,Mirrors,Fox,30691439,2008
2603,Delivery Man,BV,30664106,2013
2607,Super Troopers 2,Fox,30617396,2018
2610,Deliver Us From Evil,SGem,30577122,2014
2614,"Hail, Caesar!",Uni.,30498085,2016
2617,The Sitter,Fox,30441326,2011
2620,Underworld: Blood Wars,SGem,30353973,2017
2621,The Mountain Between Us,Fox,30348555,2017
2631,Life (2017),Sony,30234022,2017
2633,How Do You Know,Sony,30212620,2010
2640,When the Game Stands Tall,TriS,30127963,2014
2642,Space Chimps,Fox,30105968,2008
2644,Daybreakers,LGF,30101577,2010
2649,The Bank Job,LGF,30060660,2008
2654,The Iron Lady,Wein.,30017992,2011
2655,"I, Tonya",Neon,30014539,2017
2662,Hostiles,ENTMP,29819114,2017
2663,Grudge Match,WB,29807260,2013
2668,When the Bough Breaks,SGem,29747603,2016
2671,Did You Hear About the Morgans?,Sony,29580087,2009
2673,A Walk in the Woods,BG,29504281,2015
2690,Priest,SGem,29136626,2011
2692,The Mechanic,CBS,29121498,2011
2695,The Stepfather (2009),SGem,29062561,2009
2697,Nanny McPhee Returns,Uni.,29011215,2010
2700,Chimpanzee,BV,28972764,2012
2706,One Direction: This is Us,TriS,28873374,2013
2708,Zoolander 2,Par.,28848693,2016
2709,Draft Day,LG/S,28842237,2014
2710,The Five-Year Engagement,Uni.,28835528,2012
2711,Kick-Ass 2,Uni.,28795985,2013
2712,Point Break (2015),WB,28782481,2015
2713,Molly's Game,STX,28780744,2017
2720,Untraceable,SGem,28687835,2008
2721,Defiance,ParV,28644813,2008
2725,The Uninvited,P/DW,28596818,2009
2730,Brothers,LGF,28544157,2009
2739,The Nut Job 2: Nutty by Nature,ORF,28370522,2017
2748,Abduction,LGF,28087155,2011
2759,Beastly,CBS,27865571,2011
2760,Moonlight (2016),A24,27854932,2016
2766,Rings,Par.,27793018,2017
2767,Logan Lucky,BST,27780977,2017
2768,The Switch,Mira.,27779426,2010
2770,Sinister 2,Focus,27740955,2015
2771,Teen Titans Go! To The Movies,WB,27738839,2018
2773,Oculus,Rela.,27695246,2014
2774,Saw VI,LGF,27693292,2009
2779,The Finest Hours,BV,27569558,2016
2788,Florence Foster Jenkins,Par.,27383770,2016
2789,The Last Witch Hunter,LG/S,27367660,2015
2792,Dallas Buyers Club,Focus,27298285,2013
2793,No Escape,Wein.,27288872,2015
2799,Brooklyn's Finest,Over.,27163593,2010
2803,Cloud Atlas,WB,27108272,2012
2811,Home Again,ORF,27020284,2017
2813,Hell or High Water,LGF,27007844,2016
2816,Rush (2013),Uni.,26947624,2013
2818,The Women (2008),PicH,26902075,2008
2821,One Missed Call,WB,26890041,2008
2827,Resident Evil: The Final Chapter,SGem,26830068,2017
2829,Ricki and the Flash,TriS,26822144,2015
2830,The Other Boleyn Girl,Sony,26814957,2008
2833,The Best of Me,Rela.,26766213,2014
2837,Winnie the Pooh,BV,26692846,2011
2840,The Host (2013),ORF,26627201,2013
2841,The Forest,Focus,26594261,2016
2842,Machete,Fox,26593646,2010
2849,The Woman in Black 2: Angel of Death,Rela.,26501323,2015
2852,Run All Night,WB,26461644,2015
2855,Street Kings,FoxS,26418667,2008
2857,One For the Money,LGF,26414527,2012
2858,Ben-Hur (2016),Par.,26410477,2016
2863,A Walk Among the Tombstones,Uni.,26307600,2014
2864,Love the Coopers,LGF,26302731,2015
2869,The Wrestler,FoxS,26238243,2008
2872,Ramona and Beezus,Fox,26167002,2010
2879,That Awkward Moment,Focus,26068955,2014
2883,The World's End,Focus,26004851,2013
2888,Shutter,Fox,25928550,2008
2889,Leap Year,Uni.,25918920,2010
2893,Alex Cross,LG/S,25888412,2012
2895,Superhero Movie,MGM/W,25881068,2008
2902,The Lazarus Effect,Rela.,25801047,2015
2907,Born to Be Wild (IMAX),WB,25741729,2011
2908,You Again,BV,25702053,2010
2910,21 and Over,Rela.,25682380,2013
2912,Dance Flick,Par.,25662155,2009
2919,The House,WB (NL),25584504,2017
2921,Her (2013),WB,25568251,2013
2926,W.,LGF,25534493,2008
2931,The Fourth Kind,Uni.,25486040,2009
2936,The International,Sony,25450527,2009
2937,Ex Machina,A24,25442958,2015
2940,Slender Man,SGem,25403116,2018
2941,Boyhood,IFC,25352281,2014
2942,Katy Perry: Part of Me,Par.,25326071,2012
2943,Top Five,Par.,25317379,2014
2953,Aliens in the Attic,Fox,25200412,2009
2956,Mile 22,STX,25170954,2018
2960,The Witch,A24,25138705,2016
2961,Escape Plan,LG/S,25135965,2013
2963,Killer Elite,ORF,25124966,2011
2964,All the Money in the World,TriS,25113707,2017
2965,Alpha and Omega,LGF,25107267,2010
2971,Winchester,LGF,25091816,2018
2979,In the Heart of the Sea,WB,25020758,2015
2980,The November Man,Rela.,25018119,2014
2982,Piranha 3D,W/Dim.,25003155,2010
2985,Never Back Down,Sum.,24850922,2008
2986,Season of the Witch,Rela.,24827228,2011
2989,Our Idiot Brother,Wein.,24816118,2011
2990,Gifted,FoxS,24801212,2017
2998,Lottery Ticket,WB,24719879,2010
3001,Ballerina (2017) [Canada Only],EOne,24702560,2017
3008,Strangers: Prey at Night,Aviron,24586708,2018
3011,Don Jon,Rela.,24477704,2013
3013,Downsizing,Par.,24449754,2017
3019,Sparkle (2012),TriS,24397469,2012
3023,The Spy Next Door,LGF,24307086,2010
3027,Bridget Jones's Baby,Uni.,24252420,2016
3033,"Tinker, Tailor, Soldier, Spy",Focus,24149393,2011
3040,From Paris with Love,LGF,24077427,2010
3044,Don't Be Afraid of the Dark,FD,24046682,2011
3047,Observe and Report,WB,24007324,2009
3068,The Losers,WB,23591432,2010
3069,Kevin Hart: What Now?,Uni.,23591043,2016
3073,Traitor,Over.,23530831,2008
3078,Endless Love (2014),Uni.,23438250,2014
3092,Faster,CBS,23240020,2010
3094,Pompeii,TriS,23219748,2014
3095,Vicky Cristina Barcelona,MGM/W,23216709,2008
3096,Sanctum,Uni.,23209310,2011
3097,Monte Carlo,Fox,23186769,2011
3102,Fighting,Uni.,23091010,2009
3104,Whiskey Tango Foxtrot,Par.,23083334,2016
3108,Transcendence,WB,23022309,2014
3111,Love Happens,Uni.,22965110,2009
3116,Revolutionary Road,ParV,22911480,2008
3128,The Gallows,WB (NL),22764410,2015
3141,The Incredible Burt Wonderstone,WB (NL),22537881,2013
3142,Babylon A.D.,Fox,22532572,2008
3152,Hitman: Agent 47,Fox,22467450,2015
